customer_id,payment_method,review_rating,season,product_id
355,Venmo,3.0,Fall,5012
356,PayPal,4.1,Fall,9604
357,Cash,3.8,Spring,20743
358,Credit Card,4.0,Spring,18161
359,Credit Card,3.6,Summer,6780
360,Credit Card,3.0,Winter,20046
361,Debit Card,3.0,Summer,1530
362,Cash,2.6,Spring,1726
363,Venmo,3.4,Fall,16024
364,Bank Transfer,3.1,Winter,3693
365,Venmo,3.0,Summer,6987
366,PayPal,3.7,Summer,14805
367,Venmo,3.5,Spring,7920
368,Bank Transfer,2.8,Spring,24262
369,Cash,4.5,Spring,6520
370,PayPal,3.3,Summer,5587
371,PayPal,3.4,Winter,8502
372,PayPal,3.2,Winter,11096
373,Debit Card,3.7,Summer,12227
374,Venmo,4.6,Summer,17300
375,Bank Transfer,5.0,Spring,2160
376,Debit Card,4.4,Summer,3712
377,Venmo,4.9,Fall,6039
378,Credit Card,4.1,Spring,16912
379,Credit Card,4.9,Winter,8399
380,Debit Card,4.7,Fall,21548
381,Bank Transfer,3.0,Fall,2849
382,Credit Card,3.4,Winter,10084
383,PayPal,3.2,Winter,9597
384,PayPal,2.9,Fall,11991
385,Venmo,4.5,Fall,19764
386,Credit Card,2.7,Fall,15358
387,PayPal,3.4,Spring,5401
388,PayPal,4.6,Summer,15289
389,PayPal,2.7,Summer,18992
390,Bank Transfer,4.2,Spring,16834
391,PayPal,3.2,Winter,1536
392,Cash,4.8,Spring,6184
393,Credit Card,3.3,Spring,24826
394,PayPal,4.2,Fall,1905
395,Debit Card,4.8,Spring,14281
396,PayPal,4.9,Winter,3466
397,Bank Transfer,3.9,Fall,21673
398,Cash,3.0,Fall,13276
399,Debit Card,4.6,Winter,737
400,Debit Card,3.5,Fall,4258
401,PayPal,4.8,Winter,971
402,Cash,4.8,Fall,11603
403,PayPal,3.0,Fall,826
404,Bank Transfer,4.5,Winter,12667
405,Credit Card,4.8,Spring,11271
406,Cash,3.8,Summer,16459
407,Cash,4.6,Spring,9328
408,Credit Card,3.1,Spring,16004
409,Cash,3.4,Spring,13671
410,Bank Transfer,3.3,Winter,9155
411,Credit Card,4.8,Spring,23559
412,PayPal,2.8,Summer,13329
413,Bank Transfer,3.1,Summer,13667
414,Cash,4.6,Summer,24684
415,Debit Card,2.6,Winter,24769
416,Bank Transfer,2.6,Winter,9603
417,Bank Transfer,3.8,Spring,2537
418,Debit Card,4.5,Fall,11293
419,Venmo,3.0,Spring,10347
420,Credit Card,3.5,Winter,12895
421,Debit Card,3.8,Spring,8191
422,Cash,3.5,Winter,14183
423,Debit Card,3.1,Fall,10849
424,Credit Card,3.0,Spring,3255
425,PayPal,4.3,Winter,5123
426,Credit Card,3.3,Winter,2871
427,Credit Card,4.7,Winter,21209
428,Credit Card,4.5,Winter,18714
429,Debit Card,2.9,Winter,17614
430,Cash,4.1,Winter,23228
431,Debit Card,3.5,Summer,19461
432,Cash,3.4,Winter,685
433,Venmo,3.3,Fall,3622
434,Credit Card,3.2,Fall,6809
435,PayPal,4.0,Spring,3047
436,Bank Transfer,3.6,Winter,14543
437,Bank Transfer,4.6,Summer,19976
438,PayPal,2.6,Summer,16714
439,Credit Card,4.3,Winter,10882
440,Cash,3.4,Summer,9364
441,Debit Card,3.5,Winter,25013
442,Credit Card,4.2,Winter,15838
443,Credit Card,3.5,Fall,2501
444,PayPal,3.6,Summer,4229
445,Debit Card,4.3,Summer,20791
446,Venmo,4.9,Fall,3112
447,Venmo,4.1,Summer,18566
448,Bank Transfer,3.6,Spring,9070
449,Bank Transfer,3.4,Summer,20570
450,Bank Transfer,2.9,Summer,16932
451,Credit Card,2.7,Summer,25179
452,Credit Card,4.3,Summer,22341
453,PayPal,3.3,Summer,5116
454,Credit Card,2.8,Winter,20843
455,Cash,3.2,Summer,9219
456,Debit Card,3.6,Fall,8626
457,Credit Card,4.0,Fall,20031
458,Debit Card,4.9,Spring,23876
459,PayPal,4.0,Winter,6634
460,PayPal,3.8,Winter,5687
461,Bank Transfer,3.7,Summer,23794
462,Venmo,3.9,Winter,12827
463,Venmo,3.3,Fall,20025
464,Venmo,2.7,Summer,19489
465,PayPal,4.7,Winter,460
466,Cash,2.8,Summer,12009
467,PayPal,4.6,Winter,18563
468,Debit Card,4.5,Spring,24888
469,Cash,5.0,Fall,11583
470,Debit Card,4.1,Fall,21188
471,Cash,4.6,Summer,13801
472,Bank Transfer,4.9,Winter,8827
473,Bank Transfer,3.9,Winter,3230
474,PayPal,3.9,Spring,102
475,Cash,2.6,Summer,2465
476,Debit Card,2.7,Summer,10472
477,Debit Card,3.5,Spring,22745
478,Debit Card,3.7,Summer,3705
479,Venmo,3.2,Winter,16863
480,Venmo,3.3,Winter,18127
481,Debit Card,4.8,Summer,4711
482,PayPal,3.2,Fall,14812
483,Venmo,2.5,Winter,10134
484,Debit Card,3.9,Fall,21786
485,Bank Transfer,4.7,Summer,13938
486,Debit Card,2.6,Spring,3510
487,Venmo,2.8,Fall,10727
488,Credit Card,4.4,Winter,9852
489,Venmo,4.6,Spring,5540
490,PayPal,3.2,Summer,6643
491,Cash,4.2,Winter,2369
492,Credit Card,3.7,Summer,17986
493,Debit Card,3.9,Fall,21047
494,Cash,4.7,Summer,2511
495,Debit Card,4.5,Winter,5750
496,Debit Card,3.3,Fall,2825
497,Venmo,3.3,Fall,18149
498,Cash,4.6,Winter,17091
499,Bank Transfer,3.6,Spring,20197
500,PayPal,4.8,Winter,6399
501,Venmo,4.8,Fall,8933
502,Venmo,2.9,Spring,18332
503,PayPal,2.8,Fall,15399
504,Bank Transfer,3.2,Summer,17459
505,PayPal,3.9,Winter,14089
506,Cash,4.3,Spring,17359
507,Debit Card,2.7,Fall,3806
508,Debit Card,5.0,Spring,24917
509,PayPal,3.7,Winter,9213
510,Debit Card,3.9,Summer,1601
511,Venmo,3.9,Fall,19454
512,PayPal,3.1,Fall,14204
513,Bank Transfer,3.3,Winter,3931
514,Venmo,3.6,Fall,4496
515,PayPal,4.3,Winter,10833
516,Cash,4.5,Spring,20938
517,Debit Card,2.8,Fall,11830
518,Cash,2.7,Fall,6699
519,Venmo,2.9,Fall,5357
520,Bank Transfer,4.4,Summer,5963
521,Debit Card,3.9,Spring,17308
522,Bank Transfer,3.5,Winter,8607
523,Cash,2.5,Spring,23933
524,PayPal,4.9,Spring,5186
525,PayPal,4.8,Summer,1428
526,Debit Card,3.2,Spring,12741
527,Cash,4.9,Winter,13377
528,Bank Transfer,4.3,Winter,22139
529,Cash,3.2,Winter,20330
530,Credit Card,3.7,Fall,13915
531,Credit Card,3.2,Winter,1630
532,Cash,3.4,Fall,15056
533,Bank Transfer,4.1,Winter,5327
534,Debit Card,4.5,Spring,6160
535,PayPal,4.5,Fall,12106
536,Bank Transfer,3.2,Spring,13210
537,Debit Card,4.4,Fall,9564
538,Debit Card,3.0,Summer,11619
539,Cash,3.2,Spring,11205
540,Debit Card,4.0,Winter,1451
541,Cash,3.1,Spring,1446
542,Cash,2.8,Fall,18407
543,Cash,4.6,Spring,19425
544,Credit Card,4.3,Spring,1210
545,Bank Transfer,3.3,Summer,16135
546,Debit Card,3.5,Summer,18155
547,Venmo,3.4,Winter,16004
548,Venmo,2.8,Winter,9078
549,Debit Card,4.6,Winter,23122
550,Venmo,3.6,Fall,24423
551,PayPal,3.3,Summer,19508
552,Cash,3.1,Fall,11723
553,Bank Transfer,3.5,Fall,21055
554,Credit Card,3.2,Winter,11504
555,Bank Transfer,3.0,Summer,10094
556,Venmo,4.8,Fall,23397
557,Cash,5.0,Winter,17028
558,Debit Card,2.9,Spring,18224
559,Debit Card,3.2,Fall,14512
560,Bank Transfer,2.9,Fall,22637
561,Debit Card,3.3,Fall,11461
562,PayPal,2.6,Fall,14099
563,Debit Card,3.5,Summer,7557
564,Debit Card,4.4,Fall,8344
565,Bank Transfer,3.4,Winter,24987
566,Venmo,4.2,Fall,1648
567,Debit Card,3.6,Spring,7023
568,Venmo,3.0,Winter,23309
569,PayPal,4.0,Summer,1200
570,Credit Card,4.4,Fall,7750
571,Cash,4.1,Fall,7800
572,Venmo,3.6,Spring,8900
573,Bank Transfer,4.6,Summer,14978
574,Credit Card,3.2,Summer,10162
575,Bank Transfer,4.8,Fall,20647
576,PayPal,4.8,Fall,19783
577,Credit Card,5.0,Winter,14985
578,Venmo,3.7,Fall,15532
579,Credit Card,4.6,Fall,8725
580,Credit Card,3.7,Winter,2406
581,PayPal,4.1,Spring,11489
582,Bank Transfer,2.7,Winter,16437
583,Bank Transfer,4.9,Spring,18805
584,PayPal,4.0,Spring,18217
585,Debit Card,4.7,Spring,14676
586,Cash,2.8,Fall,16597
587,Venmo,4.9,Winter,17322
588,Debit Card,4.2,Fall,8400
589,Debit Card,3.0,Fall,20433
590,PayPal,3.4,Fall,641
591,Venmo,4.6,Fall,16843
592,Debit Card,4.2,Fall,15209
593,Venmo,3.2,Fall,18078
594,PayPal,4.4,Winter,21135
595,Debit Card,2.5,Winter,22520
596,PayPal,3.6,Summer,5582
597,Venmo,4.5,Summer,5293
598,Bank Transfer,3.4,Summer,20978
599,Cash,3.2,Winter,17525
600,Debit Card,4.2,Spring,24960
601,Venmo,5.0,Spring,508
602,Cash,4.7,Summer,16353
603,Cash,4.2,Summer,21390
604,PayPal,3.4,Winter,8730
605,Credit Card,4.4,Fall,12729
606,Bank Transfer,4.2,Winter,12460
607,PayPal,4.5,Spring,9315
608,Cash,2.8,Fall,24116
609,Venmo,3.3,Fall,5421
610,Credit Card,4.6,Fall,3683
611,Bank Transfer,2.5,Summer,14738
612,Cash,4.7,Winter,11146
613,Credit Card,4.6,Fall,20902
614,Cash,2.6,Fall,12071
615,Credit Card,4.0,Winter,8846
616,Venmo,2.6,Summer,8824
617,Credit Card,4.6,Spring,4027
618,Bank Transfer,2.6,Fall,3762
619,Debit Card,4.0,Spring,21608
620,Debit Card,4.6,Summer,4347
621,Venmo,3.7,Fall,7325
622,Credit Card,4.4,Fall,19373
623,Bank Transfer,4.0,Spring,18489
624,PayPal,4.7,Fall,861
625,PayPal,3.4,Fall,24899
626,Venmo,4.0,Fall,22318
627,Venmo,3.9,Spring,1326
628,PayPal,4.1,Winter,19919
629,Credit Card,3.7,Fall,1320
630,Debit Card,4.7,Spring,150
631,Debit Card,4.3,Fall,23863
632,Cash,4.1,Summer,21147
633,Venmo,3.9,Winter,17353
634,Debit Card,2.9,Spring,16210
635,PayPal,3.9,Summer,24970
636,Cash,4.3,Fall,22005
637,Bank Transfer,2.8,Summer,15435
638,Cash,3.4,Winter,6377
639,PayPal,2.7,Summer,18270
640,Credit Card,4.0,Spring,16800
641,Debit Card,4.4,Summer,6323
642,Credit Card,3.9,Winter,15970
643,Debit Card,2.8,Spring,21667
644,Bank Transfer,3.2,Winter,3128
645,Cash,4.3,Summer,20378
646,Venmo,4.2,Summer,5953
647,Venmo,4.9,Spring,24535
648,Credit Card,3.7,Summer,8531
649,Credit Card,4.1,Winter,16955
650,PayPal,4.2,Spring,22821
651,Bank Transfer,3.9,Spring,9776
652,Venmo,2.9,Summer,2648
653,Venmo,3.1,Winter,10594
654,Cash,3.6,Winter,13899
655,Venmo,4.4,Summer,2038
656,Venmo,3.1,Fall,12987
657,PayPal,3.9,Summer,16601
658,PayPal,4.3,Winter,24512
659,Venmo,4.9,Fall,14870
660,Cash,3.6,Spring,715
661,Credit Card,5.0,Fall,22842
662,Credit Card,4.1,Fall,23587
663,Venmo,2.8,Fall,17432
664,Credit Card,4.7,Fall,24038
665,PayPal,4.4,Winter,1254
666,Credit Card,4.9,Spring,5455
667,Debit Card,3.1,Winter,380
668,Bank Transfer,2.6,Winter,15189
669,Bank Transfer,2.9,Fall,12159
670,Venmo,3.3,Spring,8670
671,Cash,4.8,Spring,18885
672,Cash,4.7,Winter,10445
673,Cash,3.3,Winter,21900
674,Venmo,4.2,Spring,16902
675,Bank Transfer,4.7,Winter,2815
676,Cash,2.6,Spring,11931
677,Venmo,2.9,Winter,5435
678,PayPal,2.7,Summer,2673
679,Debit Card,3.3,Fall,17057
680,Venmo,3.4,Fall,15312
681,PayPal,4.2,Spring,22464
682,Credit Card,3.8,Winter,2643
683,Credit Card,4.0,Summer,20952
684,Bank Transfer,2.7,Winter,6611
685,Debit Card,4.7,Summer,3330
686,Cash,3.5,Winter,5432
687,Venmo,3.0,Fall,17376
688,Bank Transfer,3.3,Winter,24136
689,Venmo,4.7,Summer,4711
690,Credit Card,4.7,Summer,11590
691,Bank Transfer,4.8,Spring,12422
692,PayPal,2.9,Summer,13711
693,Debit Card,4.0,Spring,17860
694,Cash,3.1,Spring,16188
695,Venmo,3.5,Fall,18215
696,Debit Card,3.7,Summer,11856
697,Cash,2.8,Fall,1604
698,Debit Card,4.6,Summer,21419
699,Debit Card,3.8,Winter,11928
700,PayPal,2.6,Fall,16628
701,PayPal,4.1,Winter,16932
702,Debit Card,3.3,Fall,22644
703,Cash,3.4,Winter,20978
704,Venmo,3.0,Summer,8706
705,PayPal,3.2,Spring,23141
706,Cash,4.5,Summer,14567
707,Debit Card,4.8,Summer,18764
708,Venmo,3.7,Spring,1626
709,Cash,3.4,Summer,5586
710,Debit Card,4.6,Summer,24430
711,PayPal,4.1,Spring,15766
712,Bank Transfer,3.5,Spring,12270
713,Bank Transfer,3.8,Summer,4908
714,Bank Transfer,2.6,Summer,16479
715,Debit Card,4.4,Fall,11361
716,Debit Card,2.6,Spring,4112
717,Venmo,3.6,Spring,3688
718,Venmo,4.2,Spring,2133
719,Bank Transfer,4.6,Summer,24217
720,Venmo,3.3,Summer,11776
721,Debit Card,3.4,Fall,4103
722,Debit Card,4.4,Summer,1875
723,Cash,4.3,Summer,11477
724,PayPal,3.5,Fall,22635
725,Venmo,4.7,Fall,5475
726,Debit Card,3.1,Winter,237
727,Bank Transfer,3.6,Summer,19490
728,Venmo,4.8,Winter,21230
729,PayPal,3.7,Winter,22283
730,PayPal,3.2,Summer,8322
731,Venmo,3.9,Summer,18386
732,PayPal,3.5,Spring,8768
733,Cash,2.8,Spring,17690
734,Debit Card,2.7,Fall,8223
735,Bank Transfer,3.1,Winter,963
736,Cash,3.6,Fall,21497
737,Credit Card,2.9,Spring,14242
738,PayPal,3.6,Spring,19619
739,Venmo,3.5,Winter,3096
740,Venmo,3.5,Summer,19412
741,Credit Card,2.8,Summer,5802
742,Bank Transfer,4.7,Summer,7095
743,Debit Card,3.1,Summer,5445
744,Cash,4.9,Fall,6725
745,Debit Card,4.1,Spring,18826
746,Venmo,4.7,Fall,17614
747,Credit Card,2.5,Winter,11995
748,Bank Transfer,4.4,Spring,5075
749,Bank Transfer,3.9,Fall,16720
750,Debit Card,3.7,Winter,15071
