customer_id,age,gender,location,horoscope,blood,catdog
400,60,Male,zaragoza,Cancer,B,cat
401,39,Male,toledo,Libra,AB,cat
402,43,Male,albacete,Capricorn,B,none
403,31,Male,teruel,Scorpio,O,cat
404,19,Male,almeria,Virgo,O,none
405,35,Male,huesca,Gemini,B,cat
406,41,Male,avila,Cancer,O,cat
407,52,Male,asturias,Virgo,AB,dog
408,45,Male,alava,Aries,O,dog
409,34,Male,castellon,Aquarius,A,cat
410,35,Male,badajoz,Aquarius,O,cat
411,29,Male,guadalajara,Aquarius,B,cat
412,59,Male,segovia,Sagittarius,A,none
413,24,Male,toledo,Gemini,A,cat
414,70,Male,ciudad_real,Gemini,B,none
415,29,Male,pontevedra,Scorpio,AB,dog
416,67,Male,cadiz,Capricorn,B,dog
417,36,Male,cadiz,Pisces,O,dog
418,23,Male,albacete,Aquarius,B,cat
419,18,Male,huelva,Sagittarius,AB,none
420,53,Male,huesca,Pisces,AB,cat
421,32,Male,zamora,Aries,A,none
422,38,Male,cordoba,Aquarius,A,none
423,47,Male,valencia,Libra,A,dog
424,46,Male,murcia,Taurus,A,cat
425,66,Male,lugo,Virgo,AB,none
426,40,Male,gipuzkoa,Capricorn,AB,none
427,43,Male,cadiz,Cancer,B,dog
428,58,Male,ciudad_real,Sagittarius,B,dog
429,21,Male,guadalajara,Aquarius,A,cat
430,42,Male,ciudad_real,Gemini,O,cat
431,24,Male,murcia,Scorpio,AB,dog
432,43,Male,orense,Leo,O,none
433,47,Male,valencia,Scorpio,B,dog
434,49,Male,sevilla,Virgo,B,none
435,50,Male,avila,Gemini,A,none
436,51,Male,segovia,Aquarius,B,cat
437,40,Male,gerona,Sagittarius,AB,none
438,45,Male,cantabria,Scorpio,B,dog
439,52,Male,cadiz,Cancer,AB,dog
440,62,Male,almeria,Virgo,AB,dog
441,20,Male,teruel,Capricorn,O,dog
442,43,Male,cordoba,Aries,O,none
443,29,Male,guadalajara,Libra,AB,dog
444,22,Male,granada,Aquarius,AB,cat
445,48,Male,navarra,Aquarius,A,none
446,42,Male,caceres,Virgo,O,dog
447,19,Male,alava,Gemini,AB,none
448,60,Male,burgos,Scorpio,B,dog
449,32,Male,toledo,Aries,A,dog
450,26,Male,huelva,Aquarius,A,none
451,25,Male,cadiz,Gemini,A,cat
452,66,Male,guadalajara,Sagittarius,O,none
453,45,Male,cadiz,Leo,AB,cat
454,54,Male,alava,Pisces,B,dog
455,37,Male,las_palmas,Cancer,A,dog
456,54,Male,la_rioja,Leo,B,cat
457,50,Male,badajoz,Capricorn,A,none
458,25,Male,albacete,Sagittarius,O,dog
459,47,Male,zaragoza,Scorpio,AB,cat
460,63,Male,salamanca,Sagittarius,B,cat
461,64,Male,santa_cruz_de_tenerife,Capricorn,AB,cat
462,18,Male,ciudad_real,Libra,B,dog
463,59,Male,tarragona,Pisces,B,dog
464,37,Male,la_coruna,Taurus,A,none
465,23,Male,cordoba,Virgo,AB,cat
466,54,Male,zaragoza,Libra,A,none
467,38,Male,barcelona,Cancer,A,cat
468,19,Male,granada,Libra,B,none
469,34,Male,granada,Scorpio,O,cat
470,21,Male,guadalajara,Gemini,A,dog
471,50,Male,cadiz,Pisces,B,none
472,55,Male,valladolid,Virgo,AB,dog
473,20,Male,albacete,Capricorn,O,none
474,34,Male,guadalajara,Virgo,B,none
475,62,Male,albacete,Leo,B,none
476,21,Male,gerona,Scorpio,AB,none
477,21,Male,alava,Taurus,AB,cat
478,42,Male,segovia,Cancer,AB,none
479,35,Male,salamanca,Pisces,AB,cat
480,39,Male,burgos,Virgo,AB,cat
481,68,Male,lleida,Aries,O,none
482,46,Male,salamanca,Capricorn,B,dog
483,41,Male,malaga,Aquarius,O,dog
484,23,Male,guadalajara,Aquarius,A,dog
485,68,Male,baleares,Capricorn,AB,none
486,48,Male,alava,Sagittarius,B,dog
487,38,Male,barcelona,Scorpio,B,none
488,41,Male,toledo,Capricorn,AB,none
489,58,Male,valencia,Taurus,B,none
490,49,Male,huesca,Capricorn,B,cat
491,57,Male,malaga,Cancer,O,none
492,49,Male,las_palmas,Scorpio,A,dog
493,50,Male,lugo,Leo,B,none
494,28,Male,santa_cruz_de_tenerife,Pisces,AB,none
495,38,Male,santa_cruz_de_tenerife,Cancer,B,cat
496,33,Male,huesca,Gemini,A,none
497,30,Male,huesca,Libra,AB,none
498,43,Male,alava,Leo,O,none
499,43,Male,la_rioja,Virgo,AB,none
500,36,Male,valencia,Pisces,O,none
501,36,Male,segovia,Libra,AB,none
502,64,Male,cadiz,Aquarius,A,none
503,59,Male,granada,Pisces,O,dog
504,55,Male,granada,Aries,O,none
505,42,Male,granada,Capricorn,O,none
506,61,Male,orense,Taurus,O,none
507,28,Male,almeria,Capricorn,AB,none
508,65,Male,burgos,Scorpio,B,dog
509,27,Male,madrid,Scorpio,AB,none
510,41,Male,badajoz,Taurus,A,none
511,21,Male,gipuzkoa,Capricorn,AB,dog
512,61,Male,cordoba,Sagittarius,AB,cat
513,19,Male,badajoz,Libra,B,dog
514,22,Male,soria,Sagittarius,O,none
515,64,Male,asturias,Pisces,A,dog
516,28,Male,cordoba,Leo,AB,cat
517,34,Male,leon,Pisces,B,cat
518,61,Male,tarragona,Gemini,AB,dog
519,24,Male,tarragona,Sagittarius,A,dog
520,19,Male,palencia,Taurus,AB,none
521,51,Male,segovia,Libra,B,none
522,36,Male,lleida,Pisces,A,dog
523,65,Male,santa_cruz_de_tenerife,Taurus,AB,cat
524,46,Male,la_coruna,Capricorn,O,cat
525,59,Male,avila,Libra,B,cat
526,51,Male,avila,Scorpio,AB,cat
527,51,Male,gerona,Libra,B,cat
528,21,Male,leon,Cancer,O,cat
529,34,Male,burgos,Pisces,A,none
530,32,Male,navarra,Scorpio,B,cat
531,48,Male,cantabria,Gemini,B,cat
532,50,Male,orense,Virgo,O,cat
533,26,Male,gipuzkoa,Capricorn,O,dog
534,57,Male,lugo,Aquarius,B,dog
535,65,Male,segovia,Aries,AB,none
536,56,Male,cordoba,Cancer,O,dog
537,44,Male,albacete,Gemini,AB,cat
538,50,Male,baleares,Scorpio,AB,cat
539,27,Male,valladolid,Virgo,O,dog
540,49,Male,murcia,Capricorn,A,dog
541,49,Male,la_coruna,Cancer,B,none
542,52,Male,bizkaia,Scorpio,B,none
543,27,Male,cordoba,Taurus,O,none
544,53,Male,caceres,Cancer,O,none
545,34,Male,la_rioja,Aries,B,dog
546,33,Male,almeria,Libra,AB,dog
547,62,Male,almeria,Aries,A,cat
548,38,Male,madrid,Leo,B,dog
549,36,Male,sevilla,Virgo,B,dog
550,31,Male,salamanca,Cancer,AB,cat
551,62,Male,toledo,Pisces,O,dog
552,29,Male,albacete,Pisces,AB,cat
553,24,Male,valencia,Capricorn,A,cat
554,63,Male,la_coruna,Pisces,O,dog
555,56,Male,ciudad_real,Capricorn,AB,dog
556,63,Male,lleida,Gemini,AB,none
557,40,Male,badajoz,Aquarius,A,none
558,18,Male,avila,Virgo,AB,dog
559,50,Male,la_coruna,Taurus,B,none
560,66,Male,cuenca,Scorpio,AB,dog
561,25,Male,huesca,Sagittarius,A,dog
562,65,Male,lugo,Libra,AB,cat
563,53,Male,madrid,Sagittarius,A,none
564,61,Male,ciudad_real,Cancer,B,cat
565,67,Male,cordoba,Taurus,O,dog
566,59,Male,cuenca,Gemini,O,cat
567,55,Male,asturias,Gemini,O,none
568,21,Male,la_coruna,Gemini,O,cat
569,44,Male,madrid,Gemini,B,none
570,65,Male,la_coruna,Sagittarius,O,dog
571,65,Male,la_coruna,Taurus,O,none
572,54,Male,castellon,Leo,B,cat
573,56,Male,zamora,Aries,O,none
574,58,Male,lleida,Libra,A,dog
575,54,Male,segovia,Aquarius,O,cat
576,58,Male,zaragoza,Gemini,AB,cat
577,48,Male,santa_cruz_de_tenerife,Sagittarius,A,cat
578,19,Male,cadiz,Taurus,O,none
579,69,Male,cuenca,Leo,A,cat
580,58,Male,leon,Cancer,AB,cat
581,49,Male,pontevedra,Scorpio,A,dog
582,32,Male,las_palmas,Libra,O,cat
583,40,Male,madrid,Libra,AB,dog
584,25,Male,granada,Sagittarius,O,dog
585,70,Male,granada,Libra,A,dog
586,69,Male,malaga,Aries,B,none
587,45,Male,zaragoza,Virgo,O,cat
588,29,Male,sevilla,Taurus,O,dog
589,47,Male,castellon,Libra,O,none
590,28,Male,lugo,Pisces,B,cat
591,64,Male,murcia,Scorpio,B,none
592,47,Male,salamanca,Aquarius,AB,cat
593,60,Male,granada,Capricorn,AB,cat
594,67,Male,orense,Taurus,A,dog
595,35,Male,lleida,Cancer,B,cat
596,30,Male,leon,Cancer,AB,cat
597,23,Male,palencia,Scorpio,A,dog
598,70,Male,avila,Taurus,B,none
599,21,Male,la_rioja,Scorpio,AB,cat
600,51,Male,alicante,Aries,A,none
601,22,Male,bizkaia,Cancer,AB,cat
602,32,Male,cuenca,Libra,A,cat
603,37,Male,badajoz,Libra,AB,dog
604,31,Male,almeria,Taurus,A,none
605,44,Male,tarragona,Cancer,O,cat
606,40,Male,ciudad_real,Gemini,A,dog
607,27,Male,valladolid,Leo,O,dog
608,47,Male,zamora,Leo,A,cat
609,41,Male,santa_cruz_de_tenerife,Taurus,AB,none
610,51,Male,soria,Cancer,A,dog
611,53,Male,cadiz,Scorpio,B,dog
612,43,Male,barcelona,Sagittarius,O,dog
613,67,Male,huesca,Aquarius,O,cat
614,61,Male,cordoba,Pisces,AB,dog
615,68,Male,asturias,Scorpio,A,dog
616,67,Male,santa_cruz_de_tenerife,Virgo,O,cat
617,29,Male,salamanca,Taurus,O,dog
618,50,Male,bizkaia,Aries,AB,none
619,61,Male,zamora,Libra,AB,none
620,19,Male,burgos,Taurus,AB,dog
621,33,Male,tarragona,Aries,AB,dog
622,51,Male,barcelona,Scorpio,A,none
623,69,Male,zaragoza,Taurus,AB,dog
624,19,Male,gipuzkoa,Leo,O,none
625,55,Male,valladolid,Aries,B,none
626,49,Male,murcia,Capricorn,AB,dog
627,31,Male,alicante,Capricorn,O,dog
628,42,Male,cuenca,Libra,AB,dog
629,69,Male,valencia,Cancer,A,none
630,26,Male,jaen,Libra,O,none
631,41,Male,cadiz,Pisces,O,cat
632,55,Male,segovia,Gemini,O,dog
633,35,Male,granada,Gemini,B,dog
